,0
224,151.86470618708492
225,150.37337183431603
226,148.89691353211543
227,147.4351828919739
228,145.98803300555633
229,144.55531842993759
230,143.13689517298465
231,141.7326206788851
232,140.3423538138198
233,138.9659548517787
234,137.60328546051787
235,136.25420868765633
236,134.91858894691265
237,133.59629200447728
238,132.28718496552239
239,130.99113626084485
240,129.7080156336441
241,128.43769412642965
242,127.18004406806163
243,125.93493906091886
244,124.7022539681955
245,123.48186490132468
246,122.27364920752724
247,121.07748545748463
248,119.89325343313497
249,118.72083411559075
250,117.56010967317721
251,116.41096344958977
252,115.27327995216986
253,114.1469448402971
254,113.03184491389842
255,111.92786810207065
256,110.83490345181715
257,109.75284111689666
258,108.68157234678354
259,107.62098947573793
260,106.57098591198523
261,105.53145612700268
262,104.50229564491431
263,103.48340103199018
264,102.47466988625102
265,101.47600082717678
266,100.48729348551758
267,99.50844849320592
268,98.53936747337023
269,97.57995303044768
270,96.63010874039558
271,95.6897391410003
272,94.75874972228324
273,93.8370469170023
274,92.92453809124802
275,92.02113153513355
276,91.12673645357755
277,90.24126295717912
278,89.36462205318351
279,88.49672563653823
280,87.63748648103791
281,86.78681823055828
282,85.94463539037665
283,85.11085331857981
284,84.28538821755696
285,83.46815712557802
286,82.65907790845553
287,81.85806925129025
288,81.06505065029832
289,80.27994240472067
290,79.50266560881289
291,78.73314214391475
292,77.97129467059924
293,77.21704662089955
294,76.47032219061403
295,75.73104633168721
296,74.99914474466767
297,74.2745438712405
298,73.55717088683444
299,72.84695369330304
300,72.14382091167825
301,71.44770187499674
302,70.75852662119783
303,70.07622588609193
304,69.40073109639916
305,68.73197436285788
306,68.06988847340115
307,67.4144068864022
308,66.76546372398641
309,66.12299376541058
310,65.48693244050816
311,64.85721582319931
312,64.23378062506663
313,63.616564188994204
314,63.00550448287054
315,62.40054009335397
316,61.80161021970054
317,61.20865466765332
318,60.6216138433927
319,60.04042874754707
320,59.465040969263235
321,58.895392680335775
322,58.33142662939522
323,57.773086136154376
324,57.22031508571129
325,56.673057922909905
326,56.131259646756476
327,55.59486580489194
328,55.06382248811897
329,54.53807632498421
330,54.01757447641424
331,53.5022646304051
332,52.99209499676466
333,52.48701430190763
334,51.98697178370241
335,51.49191718636941
336,51.001800755430025
337,50.5165732327063
338,50.036185851370256
339,49.560590331042775
340,49.0897388729412
341,48.62358415507532
342,48.16207932749167
343,47.70517800756457
344,47.25283427533481
345,46.805002668894545
346,46.361638179818144
347,45.92269624863864
348,45.48813276036956
349,45.05790404007104
350,44.63196684846067
351,44.21027837756734
352,43.7927962464294
353,43.37947849683486
354,42.9702835891047
355,42.56517039791794
356,42.164098208178366
357,41.76702671092262
358,41.37391599926903
359,40.98472656440675
360,40.599419291625104
361,40.217955456382384
362,39.840296720413996
363,39.46640512787925
364,39.096243101546605
365,38.72977343901742
366,38.3669593089865
367,38.0077642475408
368,37.65215215449457
369,37.30008728976122
370,36.95153426976117
371,36.60645806386592
372,36.26482399087721
373,35.9265977155416
374,35.591745245099446
375,35.26023292586882
376,34.93202743986288
377,34.607095801441666
378,34.285405353996644
379,33.966923766668764
380,33.6516190310991
381,33.33945945821192
382,33.03041367502984
383,32.724450621520646
384,32.42153954747577
385,32.121650009419795
386,31.824751867550845
387,31.530815282711213
388,31.239810713388724
389,30.95170891274757
390,30.666480925688965
391,30.384098085940927
392,30.1045320131775
393,29.827754610166284
394,29.553738059944475
395,29.28245482302339
396,29.013877634620588
397,28.74797950191956
398,28.48473370135706
399,28.224113775937155
400,27.966093532572305
401,27.71064703945091
402,27.45774862343085
403,27.207372867459597
404,26.959494608019494
405,26.71408893259886
406,26.471131177188067
407,26.23059692380088
408,25.99246199802034
409,25.756702466569127
410,25.523294634904143
411,25.29221504483533
412,25.06344047216782
413,24.836947924367944
414,24.61271463825251
415,24.390718077700807
416,24.170935931389838
417,23.953346110551948
418,23.737926746754734
419,23.524656189703308
420,23.313513005064284
421,23.10447597231167
422,22.897524082594046
423,22.692636536623183
424,22.489792742583603
425,22.288972314063017
426,22.09015506800351
427,21.893321022673057
428,21.69845039565722
429,21.505523601871058
430,21.31452125159079
431,21.12542414850487
432,20.9382132877849
433,20.752869854175536
434,20.56937522010348
435,20.38771094380534
436,20.20785876747423
437,20.02980061542473
438,19.853518592276277
439,19.678994981154624
440,19.506212241911225
441,19.3351530093604
442,19.165800091534095
443,18.99813646795403
444,18.832145287921026
445,18.667809868821607
446,18.50511369445125
447,18.344040413354367
448,18.184573837181162
449,18.02669793906047
450,17.870396851988996
451,17.715654867236804
452,17.562456432768393
453,17.41078615167972
454,17.26062878065077
455,17.111969228413507
456,16.964792554235228
457,16.819083966416926
458,16.674828820806784
459,16.532012619328142
460,16.39062100852271
461,16.250639778107743
462,16.112054859548046
463,15.97485232464197
464,15.839018384121536
465,15.7045393862667
466,15.571401815533159
467,15.439592291194087
468,15.309097565995378
469,15.179904524824165
470,15.052000183390742
471,14.925371686923588
472,14.800006308877517
473,14.6758914496545
474,14.553014635337375
475,14.43136351643632
476,14.310925866647516
477,14.191689581624491
478,14.073642677761535
479,13.956773290989313
480,13.841069675582524
481,13.726520202979401
482,13.613113360612973
483,13.500837750754128
484,13.389682089365918
485,13.279635204969688
486,13.170686037522156
487,13.062823637303921
488,12.95603716381893
489,12.850315884705056
490,12.745649174655405
491,12.642026514350428
492,12.539437489400747
493,12.437871789300418
494,12.337319206390747
495,12.237769634834375
496,12.139213069599581
497,12.041639605454801
498,11.94503943597305
499,11.849402852546437
