,0
0,1414.6399588499037
1,1400.5524493843031
2,1386.6054627365272
3,1372.7975971923493
4,1359.1274650196347
5,1345.5936923288662
6,1332.1949189350682
7,1318.9297982211003
8,1305.7969970023205
9,1292.795195392595
10,1279.923086671646
11,1267.1793771537214
12,1254.5627860575783
13,1242.0720453777571
14,1229.7058997571457
15,1217.4631063608113
16,1205.3424347510907
17,1193.3426667639299
18,1181.4625963864532
19,1169.7010296357564
20,1158.0567844389075
21,1146.5286905141431
22,1135.1155892532543
23,1123.8163336051416
24,1112.6297879605333
25,1101.5548280378534
26,1090.5903407702258
27,1079.7352241936117
28,1068.9883873360561
29,1058.3487501080417
30,1047.8152431939382
31,1037.3868079445317
32,1027.0623962706275
33,1016.8409705377144
34,1006.7215034616788
35,996.7029780055597
36,986.7843872773334
37,976.9647344287179
38,967.2430325549869
39,957.618304595782
40,948.0895832369159
41,938.6559108131554
42,929.3163392119699
43,920.069929778247
44,910.915753219953
45,901.8528895147359
46,892.8804278174612
47,883.9974663686688
48,875.2031124039439
49,866.4964820641908
50,857.8767003068031
51,849.3429008177183
52,840.894225924352
53,832.529826509398
54,824.2488619254905
55,816.0504999107151
56,807.9339165049652
57,799.898295967131
58,791.942830693116
59,784.0667211346679
60,776.2691757190246
61,768.5494107693568
62,760.9066504260065
63,753.3401265685112
64,745.8490787384058
65,738.4327540627919
66,731.0904071786757
67,723.8213001580527
68,716.6247024337473
69,709.4998907259857
70,702.4461489697056
71,695.4627682425896
72,688.5490466938153
73,681.7042894735188
74,674.9278086629579
75,668.2189232053771
76,661.5769588375566
77,655.0012480220491
78,648.4911298800876
79,642.0459501251679
80,635.6650609972891
81,629.3478211978528
82,623.0935958252095
83,616.9017563108496
84,610.7716803562307
85,604.7027518702346
86,598.694360907248
87,592.7459036058611
88,586.8567821281782
89,581.0264045997329
90,575.2541850500024
91,569.5395433535166
92,563.8819051715533
93,558.2807018944153
94,552.7353705842837
95,547.2453539186406
96,541.8101001342568
97,536.4290629717385
98,531.1017016206247
99,525.8274806650364
100,520.605870029864
101,515.4363449274942
102,510.31838580506667
103,505.25147829225756
104,500.2351131495837
105,495.26878621722307
106,490.35199836434396
107,485.48425543894217
108,480.66506821817643
109,475.89395235920017
110,471.17042835048363
111,466.494021463622
112,461.86426170562265
113,457.28068377167057
114,452.7428269983631
115,448.25023531741255
116,443.80245720980895
117,439.399045660442
118,435.0395581131743
119,430.7235564263628
120,426.45060682882513
121,422.22027987624347
122,418.0321504080041
123,413.8857975044682
124,409.7808044446675
125,405.71675866442285
126,401.69325171488
127,397.7098792214595
128,393.7662408432161
129,389.8619402326025
130,385.996584995636
131,382.16978665246154
132,378.38116059830753
133,374.63032606483324
134,370.9169060818596
135,367.24052743948255
136,363.60082065056446
137,359.9974199135996
138,356.4299630759499
139,352.8980915974478
140,349.40145051436167
141,345.93968840372037
142,342.5124573479955
143,339.11941290013294
144,335.7602140489364
145,332.43452318479376
146,329.1420060657471
147,325.8823317838993
148,322.65517273215784
149,319.4602045713089
150,316.29710619742
151,313.16555970956887
152,310.06525037789226
153,306.99586661195593
154,303.95709992943785
155,300.9486449251254
156,297.9701992402209
157,295.0214635319541
158,292.1021414434965
159,289.2119395741777
160,286.3505674499965
161,283.5177374944284
162,280.7131649995228
163,277.93656809728935
164,275.1876677313686
165,272.46618762898726
166,269.7718542731905
167,267.10439687535387
168,264.4635473479675
169,261.84904027769284
170,259.2606128986877
171,256.6980050661975
172,254.16095923040996
173,251.6492204105705
174,249.16253616935595
175,246.70065658750391
176,244.2633342386952
177,241.85032416468616
178,239.46138385069057
179,237.09627320100532
180,234.7547545148806
181,232.43659246263005
182,230.14155406197932
183,227.8694086546511
184,225.61992788318236
185,223.39288566797498
186,221.18805818457307
187,219.00522384116815
188,216.84416325632904
189,214.7046592369524
190,212.58649675643514
191,210.48946293306312
192,208.41334700861592
193,206.35794032718476
194,204.32303631420277
195,202.30843045568264
196,200.3139202776629
197,198.33930532585885
198,196.38438714551546
199,194.44896926146302
200,192.53285715837038
201,190.63585826119547
202,188.75778191583123
203,186.89843936994373
204,185.05764375400278
205,183.2352100625004
206,181.43095513535746
207,179.6446976395153
208,177.87625805071144
209,176.12545863543687
210,174.39212343307318
211,172.676078238208
212,170.97715058312676
213,169.2951697204792
214,167.62996660611915
215,165.9813738821144
216,164.3492258599272
217,162.73335850376185
218,161.1336094140786
219,159.54981781127228
220,157.98182451951325
221,156.4294719507495
222,154.8926040888691
223,153.37106647401959
