,0
296,783.4289014553718
297,781.8675405397064
298,780.3093007825192
299,778.7541759446184
300,777.2021597992845
301,775.6532461322448
302,774.1074287416492
303,772.5647014380448
304,771.0250580443519
305,769.4884923958385
306,767.9549983400957
307,766.4245697370137
308,764.8972004587564
309,763.372884389737
310,761.8516154265947
311,760.3333874781681
312,758.8181944654726
313,757.3060303216768
314,755.7968889920737
315,754.2907644340629
316,752.7876506171214
317,751.2875415227816
318,749.7904311446067
319,748.2963134881674
320,746.8051825710162
321,745.317032422665
322,743.8318570845613
323,742.3496506100626
324,740.8704070644146
325,739.3941205247263
326,737.9207850799462
327,736.4503948308401
328,734.9829438899645
329,733.5184263816469
330,732.0568364419586
331,730.5981682186942
332,729.1424158713462
333,727.6895735710821
334,726.2396355007213
335,724.7925958547125
336,723.3484488391084
337,721.907188671545
338,720.4688095812165
339,719.0333058088534
340,717.6006716066981
341,716.170901238484
342,714.7439889794106
343,713.3199291161213
344,711.8987159466806
345,710.4803437805507
346,709.0648069385699
347,707.6520997529291
348,706.2422165671483
349,704.8351517360556
350,703.4308996257635
351,702.0294546136466
352,700.6308110883199
353,699.2349634496138
354,697.8419061085552
355,696.4516334873426
356,695.064140019324
357,693.6794201489762
358,692.297468331881
359,690.918279034703
360,689.541846735169
361,688.1681659220437
362,686.7972310951096
363,685.4290367651435
364,684.0635774538954
365,682.7008476940667
366,681.3408420292872
367,679.9835550140948
368,678.628981213912
369,677.2771152050253
370,675.927951574564
371,674.5814849204766
372,673.2377098515107
373,671.8966209871911
374,670.5582129577982
375,669.2224804043466
376,667.8894179785627
377,666.5590203428653
378,665.2312821703418
379,663.9061981447293
380,662.5837629603909
381,661.2639713222968
382,659.9468179460013
383,658.6322975576218
384,657.3204048938196
385,656.0111347017761
386,654.7044817391737
387,653.4004407741741
388,652.0990065853972
389,650.8001739619011
390,649.5039377031596
391,648.2102926190431
392,646.9192335297971
393,645.6307552660206
394,644.344852668647
395,643.0615205889223
396,641.7807538883851
397,640.5025474388458
398,639.2268961223658
399,637.953794831237
400,636.6832384679626
401,635.4152219452344
402,634.1497401859148
403,632.8867881230149
404,631.6263606996747
405,630.3684528691426
406,629.1130595947564
407,627.8601758499209
408,626.6097966180904
409,625.3619168927459
410,624.1165316773776
411,622.8736359854632
412,621.6332248404482
413,620.3952932757263
414,619.1598363346202
415,617.9268490703602
416,616.6963265460655
417,615.4682638347239
418,614.2426560191722
419,613.0194981920773
420,611.7987854559152
421,610.5805129229519
422,609.3646757152252
423,608.1512689645218
424,606.9402878123624
425,605.7317274099776
426,604.5255829182921
427,603.3218495079037
428,602.1205223590637
429,600.9215966616581
430,599.725067615189
431,598.5309304287538
432,597.3391803210278
433,596.1498125202432
434,594.9628222641716
435,593.7782048001044
436,592.5959553848329
437,591.416069284631
438,590.2385417752346
439,589.0633681418237
440,587.8905436790034
441,586.7200636907844
442,585.5519234905654
443,584.3861184011126
444,583.2226437545427
445,582.0614948923036
446,580.902667165155
447,579.746155933151
448,578.5919565656209
449,577.4400644411503
450,576.2904749475632
451,575.1431834819037
452,573.9981854504166
453,572.85547626853
454,571.7150513608365
455,570.5769061610748
456,569.4410361121118
457,568.3074366659239
458,567.1761032835785
459,566.0470314352178
460,564.9202166000375
461,563.7956542662715
462,562.6733399311722
463,561.553269100993
464,560.4354372909705
465,559.3198400253065
466,558.2064728371492
467,557.0953312685768
468,555.9864108705788
469,554.8797072030375
470,553.7752158347116
471,552.6729323432183
472,551.572852315014
473,550.4749713453785
474,549.379285038397
475,548.2857890069413
476,547.1944788726532
477,546.1053502659273
478,545.018398825893
479,543.9336202003961
480,542.851010045984
481,541.770564027885
482,540.6922778199938
483,539.6161471048524
484,538.5421675736335
485,537.4703349261231
486,536.4006448707037
487,535.3330931243362
488,534.2676754125436
489,533.2043874693933
490,532.1432250374806
491,531.0841838679114
492,530.0272597202849
493,528.9724483626767
494,527.9197455716223
495,526.8691471320999
496,525.8206488375138
497,524.7742464896766
498,523.7299358987932
499,522.6877128834446
