,0
244,2.357405651603612
245,2.357405651603613
246,2.3574056516036133
247,2.3574056516036137
248,2.3574056516036124
249,2.357405651603613
250,2.357405651603613
251,2.357405651603613
252,2.3574056516036137
253,2.357405651603613
254,2.357405651603612
255,2.3574056516036133
256,2.357405651603612
257,2.3574056516036137
258,2.3574056516036137
259,2.3574056516036124
260,2.3574056516036133
261,2.3574056516036137
262,2.3574056516036133
263,2.3574056516036137
264,2.3574056516036137
265,2.357405651603613
266,2.357405651603613
267,2.357405651603613
268,2.357405651603612
269,2.357405651603613
270,2.357405651603613
271,2.3574056516036133
272,2.3574056516036133
273,2.357405651603612
274,2.357405651603612
275,2.357405651603613
276,2.3574056516036137
277,2.3574056516036137
278,2.357405651603613
279,2.3574056516036137
280,2.357405651603612
281,2.357405651603612
282,2.3574056516036137
283,2.357405651603613
284,2.357405651603613
285,2.3574056516036137
286,2.357405651603613
287,2.3574056516036133
288,2.3574056516036137
289,2.357405651603613
290,2.3574056516036137
291,2.357405651603614
292,2.3574056516036146
293,2.357405651603613
294,2.3574056516036137
295,2.3574056516036137
296,2.357405651603612
297,2.357405651603612
298,2.3574056516036137
299,2.3574056516036133
300,2.3574056516036133
301,2.357405651603612
302,2.3574056516036124
303,2.357405651603612
304,2.357405651603612
305,2.357405651603613
306,2.3574056516036133
307,2.357405651603612
308,2.357405651603612
309,2.3574056516036124
310,2.357405651603612
311,2.3574056516036124
312,2.3574056516036124
313,2.357405651603612
314,2.357405651603612
315,2.357405651603613
316,2.3574056516036124
317,2.3574056516036124
318,2.3574056516036124
319,2.357405651603613
320,2.3574056516036124
321,2.357405651603613
322,2.3574056516036124
323,2.357405651603613
324,2.3574056516036124
325,2.357405651603613
326,2.357405651603613
327,2.357405651603613
328,2.3574056516036115
329,2.357405651603612
330,2.3574056516036124
331,2.357405651603612
332,2.3574056516036133
333,2.3574056516036133
334,2.3574056516036133
335,2.3574056516036133
336,2.3574056516036133
337,2.3574056516036133
338,2.3574056516036133
339,2.3574056516036133
340,2.3574056516036133
341,2.3574056516036133
342,2.3574056516036133
343,2.3574056516036133
344,2.3574056516036133
345,2.3574056516036133
346,2.3574056516036133
347,2.3574056516036133
348,2.3574056516036133
349,2.3574056516036133
350,2.3574056516036133
351,2.3574056516036133
352,2.3574056516036133
353,2.3574056516036133
354,2.3574056516036133
355,2.3574056516036133
356,2.3574056516036133
357,2.3574056516036133
358,2.3574056516036133
359,2.3574056516036133
360,2.3574056516036133
361,2.3574056516036133
362,2.3574056516036133
363,2.3574056516036133
364,2.3574056516036133
365,2.3574056516036133
366,2.3574056516036133
367,2.3574056516036133
368,2.3574056516036133
369,2.3574056516036133
370,2.3574056516036133
371,2.3574056516036133
372,2.3574056516036133
373,2.3574056516036133
374,2.3574056516036133
375,2.3574056516036133
376,2.3574056516036133
377,2.3574056516036133
378,2.3574056516036133
379,2.3574056516036133
380,2.3574056516036133
381,2.3574056516036133
382,2.3574056516036133
383,2.3574056516036133
384,2.3574056516036133
385,2.3574056516036133
386,2.3574056516036133
387,2.3574056516036133
388,2.3574056516036133
389,2.3574056516036133
390,2.3574056516036133
391,2.3574056516036133
392,2.3574056516036133
393,2.3574056516036133
394,2.3574056516036133
395,2.3574056516036133
396,2.3574056516036133
397,2.3574056516036133
398,2.3574056516036133
399,2.3574056516036133
400,2.3574056516036133
401,2.3574056516036133
402,2.3574056516036133
403,2.3574056516036133
404,2.3574056516036133
405,2.3574056516036133
406,2.3574056516036133
407,2.3574056516036133
408,2.3574056516036133
409,2.3574056516036133
410,2.3574056516036133
411,2.3574056516036133
412,2.3574056516036133
413,2.3574056516036133
414,2.3574056516036133
415,2.3574056516036133
416,2.3574056516036133
417,2.3574056516036133
418,2.3574056516036133
419,2.3574056516036133
420,2.3574056516036133
421,2.3574056516036133
422,2.3574056516036133
423,2.3574056516036133
424,2.3574056516036133
425,2.3574056516036133
426,2.3574056516036133
427,2.3574056516036133
428,2.3574056516036133
429,2.3574056516036133
430,2.3574056516036133
431,2.3574056516036133
432,2.3574056516036133
433,2.3574056516036133
434,2.3574056516036133
435,2.3574056516036133
436,2.3574056516036133
437,2.3574056516036133
438,2.3574056516036133
439,2.3574056516036133
440,2.3574056516036133
441,2.3574056516036133
442,2.3574056516036133
443,2.3574056516036133
444,2.3574056516036133
445,2.3574056516036133
446,2.3574056516036133
447,2.3574056516036133
448,2.3574056516036133
449,2.3574056516036133
450,2.3574056516036133
451,2.3574056516036133
452,2.3574056516036133
453,2.3574056516036133
454,2.3574056516036133
455,2.3574056516036133
456,2.3574056516036133
457,2.3574056516036133
458,2.3574056516036133
459,2.3574056516036133
460,2.3574056516036133
461,2.3574056516036133
462,2.3574056516036133
463,2.3574056516036133
464,2.3574056516036133
465,2.3574056516036133
466,2.3574056516036133
467,2.3574056516036133
468,2.3574056516036133
469,2.3574056516036133
470,2.3574056516036133
471,2.3574056516036133
472,2.3574056516036133
473,2.3574056516036133
474,2.3574056516036133
475,2.3574056516036133
476,2.3574056516036133
477,2.3574056516036133
478,2.3574056516036133
479,2.3574056516036133
480,2.3574056516036133
481,2.3574056516036133
482,2.3574056516036133
483,2.3574056516036133
484,2.3574056516036133
485,2.3574056516036133
486,2.3574056516036133
487,2.3574056516036133
488,2.3574056516036133
489,2.3574056516036133
490,2.3574056516036133
491,2.3574056516036133
492,2.3574056516036133
493,2.3574056516036133
494,2.3574056516036133
495,2.3574056516036133
496,2.3574056516036133
497,2.3574056516036133
498,2.3574056516036133
499,2.3574056516036133
